"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1228","Male",0,"No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",0.717910447761194,0.323315255019617,"No"
"1229","Female",0,"Yes","No",49,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",0.821890547263681,0.55718324486499,"No"
"1230","Male",0,"Yes","No",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",0.568159203980099,0.543561043157166,"No"
"1231","Male",0,"Yes","Yes",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",0.686069651741294,0.461418186014309,"No"
"1232","Male",0,"No","No",20,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",0.459203980099503,0.159219939995384,"No"
"1233","Male",0,"Yes","Yes",34,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",0.597512437810945,0.293734133394877,"Yes"
"1234","Female",0,"Yes","Yes",70,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.064179104477612,0.192372490191553,"No"
"1235","Male",0,"No","Yes",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",0.871641791044776,0.670188091391645,"No"
"1236","Male",1,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","One year","Yes","Mailed check",0.796517412935323,0.69787099007616,"No"
"1237","Male",0,"No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.58407960199005,0.0241864758827602,"Yes"
"1238","Male",0,"No","No",13,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",0.0119402985074628,0.0290099238402954,"No"
"1239","Female",1,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.775124378109453,0.174290330025387,"Yes"
"1240","Female",0,"Yes","Yes",3,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",0.402487562189055,0.0172859450726979,"No"
"1241","Male",0,"No","No",25,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.018905472636816,0.0597219016847449,"No"
"1242","Male",0,"No","No",30,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",0.460199004975124,0.215745441957074,"No"
"1243","Female",0,"Yes","No",21,"No","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",0.101990049751244,0.0704534964228017,"No"
"1244","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.269154228855721,0.00305792753288714,"Yes"
"1245","Female",0,"No","No",15,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.0114427860696518,0.0312139395338103,"Yes"
"1246","Male",1,"Yes","No",23,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.718407960199005,0.242147472882529,"No"
"1247","Female",0,"Yes","Yes",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.864676616915423,0.543745672744057,"No"
"1248","Female",0,"Yes","Yes",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",0.645771144278607,0.232431340872375,"No"
"1249","Female",0,"No","No",11,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",0.715422885572139,0.111833602584814,"Yes"
"1250","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.266666666666667,0.00302907915993537,"Yes"
"1251","Female",0,"Yes","No",56,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.845273631840796,0.660691207015924,"No"
"1252","Female",0,"No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",0.572636815920398,0.00657742903300255,"Yes"
"1253","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.0119402985074628,7.5005769674553e-05,"No"
"1254","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",0.607462686567164,0.0581987075928918,"Yes"
"1255","Female",1,"Yes","No",55,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",0.701990049751244,0.552330948534503,"No"
"1256","Female",0,"No","No",2,"No","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.125870646766169,0.00464458804523426,"Yes"
"1257","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.673134328358209,0.702971382414032,"No"
"1258","Female",1,"No","No",45,"No","No","DSL","No","No","No","No","No","Yes","One year","No","Electronic check",0.158706467661692,0.182067851373183,"No"
"1259","Female",0,"No","No",47,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.018905472636816,0.118555273482576,"No"
"1260","Female",1,"No","No",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",0.766169154228856,0.508354488806831,"Yes"
"1261","Male",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.318905472636816,0.00853334871913221,"No"
"1262","Female",0,"Yes","No",2,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",0.61592039800995,0.0202804061850912,"No"
"1263","Female",0,"Yes","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.328358208955224,0.0684629586891299,"No"
"1264","Female",1,"Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.709950248756219,0.704915762750981,"Yes"
"1265","Male",0,"Yes","Yes",69,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.765671641791045,0.767701361643203,"No"
"1266","Male",1,"No","Yes",56,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",0.761691542288557,0.605296561273944,"No"
"1267","Female",1,"No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.616915422885572,0.032875605815832,"No"
"1268","Male",0,"Yes","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",0.575621890547264,0.553888760673898,"No"
"1269","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",0.914427860696517,0.741893607200554,"Yes"
"1270","Male",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.968159203980099,0.823938379875375,"No"
"1271","Male",0,"Yes","Yes",63,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.063681592039801,0.179517655204246,"No"
"1272","Female",0,"No","No",53,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",0.351741293532338,0.33007154396492,"No"
"1273","Male",0,"Yes","Yes",5,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0119402985074628,0.00776021232402494,"No"
"1274","Male",1,"Yes","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.696019900497512,0.477804061850912,"No"
"1275","Female",0,"Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.824875621890547,0.763852988691438,"No"
"1276","Female",0,"Yes","No",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",0.383582089552239,0.356940918532195,"No"
"1277","Female",1,"Yes","No",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check",0.807462686567164,0.825,"No"
"1278","Female",0,"Yes","Yes",72,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",0.018407960199005,0.150871220863143,"No"
"1279","Male",0,"Yes","Yes",36,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",0.422388059701493,0.255683129471498,"No"
"1280","Male",0,"Yes","No",25,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.0268656716417911,0.054967689822294,"No"
"1281","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.961194029850746,0.957667897530579,"No"
"1282","Female",0,"No","No",36,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",0.00995024875621896,0.076275098084468,"No"
"1283","Male",0,"No","No",1,"Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",0.443283582089552,0.00507731363951074,"No"
"1284","Female",0,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",0.868159203980099,0.868359104546504,"No"
"1285","Male",0,"Yes","Yes",59,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0159203980099503,0.134946918993769,"No"
"1286","Male",1,"Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.708955223880597,0.0759173782598662,"Yes"
"1287","Female",0,"No","No",1,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",0.555721393034826,0.00638126009693052,"No"
"1288","Female",0,"Yes","Yes",30,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.888059701492537,0.371993999538426,"No"
"1289","Male",0,"No","No",64,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0129353233830846,0.140935841218555,"No"
"1290","Male",0,"No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Bank transfer (automatic)",0.502985074626866,0.472253634894992,"No"
"1291","Male",1,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",0.658706467661691,0.678634894991923,"No"
"1292","Male",0,"Yes","No",8,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",0.564676616915423,0.0708689129933072,"Yes"
"1293","Female",0,"No","No",62,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.659203980099502,0.597092084006462,"No"
"1294","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.924875621890547,0.86683591045465,"No"
"1295","Male",0,"No","No",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.263681592039801,0.0290964689591507,"Yes"
"1296","Female",0,"Yes","Yes",70,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",0.620398009950249,0.627902146318948,"No"
"1297","Female",1,"No","No",20,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",0.621393034825871,0.184098776828987,"No"
"1298","Female",0,"No","No",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",0.570646766169154,0.0442764828063697,"No"
"1299","Female",0,"Yes","Yes",24,"No","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Electronic check",0.391542288557214,0.155660050773136,"No"
"1300","Female",0,"Yes","No",11,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.256716417910448,0.0536464343411032,"Yes"
"1301","Male",0,"Yes","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.918905472636816,0.916616662820217,"No"
"1302","Female",0,"Yes","Yes",66,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",0.397512437810945,0.437572120932379,"No"
"1303","Female",0,"Yes","Yes",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",0.624378109452736,0.405585045003462,"No"
"1304","Female",0,"Yes","Yes",69,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0144278606965175,0.159023771059312,"No"
"1305","Male",1,"Yes","No",15,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.670149253731343,0.15309831525502,"Yes"
"1306","Female",0,"No","No",28,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",0.410945273631841,0.187820216939765,"No"
"1307","Female",0,"No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",0.968159203980099,0.935702746365105,"Yes"
"1308","Female",0,"No","No",36,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Mailed check",0.570149253731343,0.307102469420725,"No"
"1309","Male",1,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.680099502487562,0.145649665358874,"Yes"
"1310","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.666169154228856,0.177140549273021,"Yes"
"1311","Female",0,"Yes","No",34,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.790049751243781,0.367960996999769,"Yes"
"1312","Male",0,"Yes","Yes",42,"No","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)",0.267164179104478,0.234277636741288,"No"
"1313","Male",0,"No","No",48,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",0.524378109452736,0.416616662820217,"No"
"1314","Male",0,"Yes","No",47,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",0.908457711442786,0.589170320793907,"Yes"
"1315","Female",0,"Yes","Yes",39,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Electronic check",0.709452736318408,0.398759519963074,"Yes"
"1316","Female",0,"Yes","Yes",11,"Yes","No","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",0.0263681592039801,0.0211747057465959,"No"
"1317","Male",0,"No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0169154228855722,0.0148511423955689,"No"
"1318","Female",0,"No","No",3,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0631840796019901,0.00779483037156703,"No"
"1319","Male",0,"No","No",8,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.482089552238806,0.0646434341103162,"No"
"1320","Male",0,"No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0119402985074628,7.5005769674553e-05,"Yes"
"1321","Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","No","Mailed check",0.761691542288557,0.359191091622433,"No"
"1322","Male",0,"Yes","Yes",60,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",0.47363184079602,0.451130856219709,"No"
"1323","Female",0,"Yes","No",10,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.0169154228855722,0.0194957304408031,"No"
"1324","Female",0,"Yes","No",71,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.063681592039801,0.195170782367874,"No"
"1325","Female",0,"Yes","Yes",4,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0208955223880598,0.00664089545349638,"Yes"
"1326","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.507462686567164,0.00582160166166627,"Yes"
"1327","Female",0,"Yes","Yes",43,"No","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",0.328358208955224,0.246111239326102,"No"
"1328","Male",0,"Yes","No",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.808457711442786,0.685702746365105,"Yes"
"1329","Female",0,"Yes","No",23,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check",0.358208955223881,0.138789522270944,"No"
"1330","Female",0,"Yes","No",72,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0114427860696518,0.170511193168705,"No"
"1331","Male",0,"Yes","No",22,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Credit card (automatic)",0.378109452736318,0.146942072467113,"No"
"1332","Female",0,"No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.0686567164179104,0.000732748672974835,"No"
"1333","Male",0,"No","No",69,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0567164179104478,0.195511193168705,"No"
"1334","Male",0,"No","No",50,"No","No","DSL","Yes","No","No","Yes","No","No","One year","Yes","Mailed check",0.170646766169154,0.199642280175398,"No"
"1335","Female",1,"No","No",1,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.0691542288557214,0.000738518347565154,"Yes"
"1336","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",0.266169154228856,0.00896030463881834,"Yes"
"1337","Female",0,"Yes","No",15,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",0.568159203980099,0.126442418647588,"No"
"1338","Male",0,"No","No",31,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0213930348258707,0.0681167782137087,"No"
"1339","Male",0,"No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.018905472636816,0.000155781213939512,"Yes"
"1340","Male",0,"Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",0.86318407960199,0.820961227786753,"Yes"
"1342","Male",0,"No","Yes",3,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",0.362686567164179,0.0173840295407339,"Yes"
"1343","Female",0,"No","No",8,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",0.0174129353233831,0.0141703207939072,"No"
"1344","Male",0,"Yes","Yes",64,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.545273631840796,0.538870297715209,"No"
"1345","Female",0,"Yes","No",28,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0223880597014926,0.0628029079159935,"No"
"1346","Female",0,"Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",0.82089552238806,0.688460650819294,"No"
"1347","Female",0,"Yes","Yes",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.686567164179104,0.143064851142396,"Yes"
"1348","Male",0,"No","No",19,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Mailed check",0.0169154228855722,0.0409300715439649,"No"
"1349","Male",0,"Yes","No",10,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.613930348258707,0.0967459035310408,"Yes"
"1350","Female",0,"Yes","No",51,"No","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.312437810945274,0.292470574659589,"No"
"1351","Female",0,"Yes","No",67,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Mailed check",0.471641791044776,0.496659358412186,"No"
"1352","Male",0,"Yes","Yes",11,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.0218905472636817,0.0267712900992384,"No"
"1353","Male",0,"Yes","Yes",72,"No","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.424875621890547,0.522761366258943,"No"
"1354","Male",0,"Yes","Yes",66,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Electronic check",0.0208955223880598,0.154708054465728,"No"
"1355","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",0.697512437810945,0.186995153473344,"Yes"
"1356","Female",0,"No","No",9,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.0124378109452737,0.0184687283637203,"No"
"1357","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",0.566666666666667,0.0709727671359335,"No"
"1358","Male",0,"Yes","No",48,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.927363184079602,0.611158550657743,"No"
"1359","Male",0,"No","No",10,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.516417910447761,0.0827025155781214,"No"
"1360","Female",0,"No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.761194029850746,0.100519270713132,"Yes"
"1361","Female",1,"No","No",13,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",0.764179104477612,0.146688206785137,"Yes"
"1362","Male",0,"No","No",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",0.599004975124378,0.0359162243249481,"Yes"
"1363","Male",0,"No","No",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.516915422885572,0.0252884837295176,"Yes"
"1364","Female",0,"Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",0.733830845771144,0.74493422570967,"No"
"1365","Female",0,"Yes","Yes",51,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.669154228855721,0.508094853450265,"No"
"1366","Male",0,"Yes","No",59,"No","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",0.226865671641791,0.280856219709208,"Yes"
"1367","Male",0,"Yes","No",10,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.670149253731343,0.0917435956612047,"Yes"
"1368","Male",1,"Yes","No",61,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",0.635820895522388,0.563818370643896,"No"
"1369","Male",0,"No","No",54,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","No","One year","No","Electronic check",0.658208955223881,0.515260789291484,"No"
"1370","Female",0,"No","No",33,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",0.424378109452736,0.23252365566582,"No"
"1371","Female",0,"No","No",27,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.0199004975124379,0.059935379644588,"No"
"1372","Female",1,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",0.606467661691542,0.00696976690514651,"Yes"
"1373","Male",0,"No","No",23,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Mailed check",0.766666666666667,0.250876990537734,"No"
"1374","Male",0,"No","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.0159203980099503,0.000121163166397395,"No"
"1375","Male",0,"Yes","Yes",45,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",0.65771144278607,0.443024463420263,"No"
"1376","Female",0,"Yes","Yes",39,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Bank transfer (automatic)",0.0159203980099503,0.0964689591507039,"No"
"1377","Male",0,"No","No",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check",0.514925373134328,0.0379183014078006,"Yes"
"1378","Male",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)",0.637313432835821,0.668861066235864,"No"
"1379","Female",0,"Yes","Yes",58,"Yes","Yes","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",0.483084577114428,0.455988922224787,"No"
"1380","Female",0,"No","No",70,"No","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",0.262189054726368,0.350721209323794,"No"
"1381","Male",0,"Yes","Yes",61,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",0.798009950248756,0.706946688206785,"No"
"1382","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",0.521890547263682,0.0127394414954996,"No"
"1383","Female",0,"Yes","Yes",46,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Mailed check",0.0666666666666667,0.132367874451881,"No"
"1384","Female",0,"No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",0.315422885572139,0.00359450726978994,"Yes"
"1385","Female",0,"Yes","No",22,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",0.507462686567164,0.177152088622202,"Yes"
"1386","Female",0,"No","No",48,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",0.838308457711443,0.563749134548811,"No"
"1387","Male",0,"No","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",0.679601990049751,0.647790214631895,"No"
"1388","Male",0,"Yes","Yes",72,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",0.0601990049751244,0.187450957765982,"No"
"1389","Female",0,"Yes","Yes",12,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",0.399004975124378,0.0832852527117471,"No"
"1390","Female",1,"Yes","No",34,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",0.756218905472637,0.36911493191784,"Yes"
"1391","Female",0,"Yes","Yes",72,"Yes","No","DSL","Yes","Yes","Yes","No","No","Yes","Two year","No","Credit card (automatic)",0.502487562189055,0.561897069005308,"No"
"1392","Male",0,"Yes","No",29,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",0.672139303482587,0.279419570736211,"No"
