"","SeniorCitizen","PartnerYes","DependentsYes","tenure","InternetServiceDSL","InternetServiceFiber.optic","InternetServiceNo","OnlineSecurityNo","OnlineSecurityYes","OnlineBackupYes","DeviceProtectionYes","TechSupportYes","StreamingTVYes","StreamingMoviesYes","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBillingYes","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","TotalCharges","ChurnYes"
"1201",0,0,0,37,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0.858208955223881,0.433787214401108,0
"1202",0,0,0,12,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.309950248756219,0.0684110316178168,0
"1203",0,1,0,53,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0.756218905472637,0.559560350796215,1
"1204",0,0,0,60,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0671641791044776,0.171503577198246,0
"1205",0,1,1,18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.072636815920398,0.0518174474959612,0
"1206",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.563681592039801,0.00647357489037617,1
"1207",0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.516417910447761,0.0202400184629587,0
"1208",0,0,1,9,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0.508955223880597,0.0637722132471728,0
"1209",0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.616915422885572,0.00709093007154396,1
"1210",0,1,0,56,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0.745273631840796,0.604102238633741,0
"1211",0,1,1,17,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.504975124378109,0.130492730210016,1
"1212",0,1,1,11,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0.478606965174129,0.0833141010846988,1
"1213",0,0,0,7,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.51044776119403,0.057990999307639,0
"1214",0,1,1,69,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0194029850746269,0.160841218555274,0
"1215",0,0,0,19,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.674129353233831,0.17466535887376,1
"1216",0,1,1,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.617412935323383,0.0266847449803831,1
"1217",0,1,1,54,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0213930348258707,0.123678744518809,0
"1218",0,1,0,62,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.054726368159204,0.164781906300485,0
"1219",0,0,0,24,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.719402985074627,0.261222017078237,1
"1220",0,1,1,62,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0.519402985074627,0.494074544195707,0
"1221",0,0,0,17,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0.472636815920398,0.126055850450035,0
"1222",0,0,0,9,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0631840796019901,0.0197669051465497,0
"1223",0,1,1,64,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0.507462686567164,0.511072005538888,0
"1224",0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.57363184079602,0.0143722594045696,1
"1225",0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.274626865671642,0.003121393953381,1
"1226",0,1,0,16,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0.315422885572139,0.0913224094161089,1
"1227",0,1,0,72,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.063681592039801,0.209006462035541,0
"1228",0,0,0,30,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0.717910447761194,0.323315255019617,0
"1229",0,1,0,49,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0.821890547263681,0.55718324486499,0
"1230",0,1,0,61,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0.568159203980099,0.543561043157166,0
"1231",0,1,1,47,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.686069651741294,0.461418186014309,0
"1232",0,0,0,20,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0.459203980099503,0.159219939995384,0
"1233",0,1,1,34,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.597512437810945,0.293734133394877,1
"1234",0,1,1,70,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.064179104477612,0.192372490191553,0
"1235",0,0,1,54,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0.871641791044776,0.670188091391645,0
"1236",1,1,0,61,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.796517412935323,0.69787099007616,0
"1237",0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.58407960199005,0.0241864758827602,1
"1238",0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0119402985074628,0.0290099238402954,0
"1239",1,0,0,16,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.775124378109453,0.174290330025387,1
"1240",0,1,1,3,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.402487562189055,0.0172859450726979,0
"1241",0,0,0,25,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.018905472636816,0.0597219016847449,0
"1242",0,0,0,30,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0.460199004975124,0.215745441957074,0
"1243",0,1,0,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.101990049751244,0.0704534964228017,0
"1244",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.269154228855721,0.00305792753288714,1
"1245",0,0,0,15,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0114427860696518,0.0312139395338103,1
"1246",1,1,0,23,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.718407960199005,0.242147472882529,0
"1247",0,1,1,45,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0.864676616915423,0.543745672744057,0
"1248",0,1,1,24,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.645771144278607,0.232431340872375,0
"1249",0,0,0,11,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.715422885572139,0.111833602584814,1
"1250",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.266666666666667,0.00302907915993537,1
"1251",0,1,0,56,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0.845273631840796,0.660691207015924,0
"1252",0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.572636815920398,0.00657742903300255,1
"1253",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0119402985074628,7.5005769674553e-05,0
"1254",0,0,0,7,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.607462686567164,0.0581987075928918,1
"1255",1,1,0,55,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.701990049751244,0.552330948534503,0
"1256",0,0,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.125870646766169,0.00464458804523426,1
"1257",0,1,1,72,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0.673134328358209,0.702971382414032,0
"1258",1,0,0,45,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.158706467661692,0.182067851373183,0
"1259",0,0,0,47,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.018905472636816,0.118555273482576,0
"1260",1,0,0,46,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0.766169154228856,0.508354488806831,1
"1261",0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.318905472636816,0.00853334871913221,0
"1262",0,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.61592039800995,0.0202804061850912,0
"1263",0,1,0,12,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.328358208955224,0.0684629586891299,0
"1264",1,1,0,68,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.709950248756219,0.704915762750981,1
"1265",0,1,1,69,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0.765671641791045,0.767701361643203,0
"1266",1,0,1,56,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0.761691542288557,0.605296561273944,0
"1267",1,0,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.616915422885572,0.032875605815832,0
"1268",0,1,0,64,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0.575621890547264,0.553888760673898,0
"1269",0,1,0,59,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0.914427860696517,0.741893607200554,1
"1270",0,1,1,62,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.968159203980099,0.823938379875375,0
"1271",0,1,1,63,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.063681592039801,0.179517655204246,0
"1272",0,0,0,53,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0.351741293532338,0.33007154396492,0
"1273",0,1,1,5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0119402985074628,0.00776021232402494,0
"1274",1,1,0,49,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0.696019900497512,0.477804061850912,0
"1275",0,1,1,62,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0.824875621890547,0.763852988691438,0
"1276",0,1,0,55,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.383582089552239,0.356940918532195,0
"1277",1,1,0,71,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0.807462686567164,0.825,0
"1278",0,1,1,72,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.018407960199005,0.150871220863143,0
"1279",0,1,1,36,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0.422388059701493,0.255683129471498,0
"1280",0,1,0,25,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0268656716417911,0.054967689822294,0
"1281",1,1,0,72,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.961194029850746,0.957667897530579,0
"1282",0,0,0,36,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.00995024875621896,0.076275098084468,0
"1283",0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0.443283582089552,0.00507731363951074,0
"1284",0,1,0,72,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0.868159203980099,0.868359104546504,0
"1285",0,1,1,59,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0159203980099503,0.134946918993769,0
"1286",1,1,0,7,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.708955223880597,0.0759173782598662,1
"1287",0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0.555721393034826,0.00638126009693052,0
"1288",0,1,1,30,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0.888059701492537,0.371993999538426,0
"1289",0,0,0,64,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0129353233830846,0.140935841218555,0
"1290",0,0,0,63,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0.502985074626866,0.472253634894992,0
"1291",1,1,0,72,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0.658706467661691,0.678634894991923,0
"1292",0,1,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.564676616915423,0.0708689129933072,1
"1293",0,0,0,62,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0.659203980099502,0.597092084006462,0
"1294",0,1,1,67,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0.924875621890547,0.86683591045465,0
"1295",0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.263681592039801,0.0290964689591507,1
"1296",0,1,1,70,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0.620398009950249,0.627902146318948,0
"1297",1,0,0,20,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.621393034825871,0.184098776828987,0
"1298",0,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.570646766169154,0.0442764828063697,0
"1299",0,1,1,24,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0.391542288557214,0.155660050773136,0
"1300",0,1,0,11,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.256716417910448,0.0536464343411032,1
"1301",0,1,0,72,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0.918905472636816,0.916616662820217,0
"1302",0,1,1,66,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0.397512437810945,0.437572120932379,0
"1303",0,1,1,45,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0.624378109452736,0.405585045003462,0
"1304",0,1,1,69,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0144278606965175,0.159023771059312,0
"1305",1,1,0,15,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.670149253731343,0.15309831525502,1
"1306",0,0,0,28,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0.410945273631841,0.187820216939765,0
"1307",0,0,0,70,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0.968159203980099,0.935702746365105,1
"1308",0,0,0,36,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0.570149253731343,0.307102469420725,0
"1309",1,0,0,16,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.680099502487562,0.145649665358874,1
"1310",0,0,0,18,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.666169154228856,0.177140549273021,1
"1311",0,1,0,34,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.790049751243781,0.367960996999769,1
"1312",0,1,1,42,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0.267164179104478,0.234277636741288,0
"1313",0,0,0,48,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0.524378109452736,0.416616662820217,0
"1314",0,1,0,47,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0.908457711442786,0.589170320793907,1
"1315",0,1,1,39,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0.709452736318408,0.398759519963074,1
"1316",0,1,1,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0263681592039801,0.0211747057465959,0
"1317",0,0,0,7,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0169154228855722,0.0148511423955689,0
"1318",0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0631840796019901,0.00779483037156703,0
"1319",0,0,0,8,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0.482089552238806,0.0646434341103162,0
"1320",0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0119402985074628,7.5005769674553e-05,1
"1321",0,1,1,32,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0.761691542288557,0.359191091622433,0
"1322",0,1,1,60,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0.47363184079602,0.451130856219709,0
"1323",0,1,0,10,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.0169154228855722,0.0194957304408031,0
"1324",0,1,0,71,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.063681592039801,0.195170782367874,0
"1325",0,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0208955223880598,0.00664089545349638,1
"1326",1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.507462686567164,0.00582160166166627,1
"1327",0,1,1,43,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0.328358208955224,0.246111239326102,0
"1328",0,1,0,59,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0.808457711442786,0.685702746365105,1
"1329",0,1,0,23,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0.358208955223881,0.138789522270944,0
"1330",0,1,0,72,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0114427860696518,0.170511193168705,0
"1331",0,1,0,22,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.378109452736318,0.146942072467113,0
"1332",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0686567164179104,0.000732748672974835,0
"1333",0,0,0,69,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0567164179104478,0.195511193168705,0
"1334",0,0,0,50,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.170646766169154,0.199642280175398,0
"1335",1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0691542288557214,0.000738518347565154,1
"1336",0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.266169154228856,0.00896030463881834,1
"1337",0,1,0,15,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.568159203980099,0.126442418647588,0
"1338",0,0,0,31,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0213930348258707,0.0681167782137087,0
"1339",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.018905472636816,0.000155781213939512,1
"1340",0,1,0,66,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0.86318407960199,0.820961227786753,1
"1342",0,0,1,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.362686567164179,0.0173840295407339,1
"1343",0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0174129353233831,0.0141703207939072,0
"1344",0,1,1,64,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0.545273631840796,0.538870297715209,0
"1345",0,1,0,28,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0223880597014926,0.0628029079159935,0
"1346",0,1,0,57,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0.82089552238806,0.688460650819294,0
"1347",0,1,1,14,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0.686567164179104,0.143064851142396,1
"1348",0,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0169154228855722,0.0409300715439649,0
"1349",0,1,0,10,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.613930348258707,0.0967459035310408,1
"1350",0,1,0,51,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0.312437810945274,0.292470574659589,0
"1351",0,1,0,67,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.471641791044776,0.496659358412186,0
"1352",0,1,1,11,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0218905472636817,0.0267712900992384,0
"1353",0,1,1,72,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.424875621890547,0.522761366258943,0
"1354",0,1,1,66,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.0208955223880598,0.154708054465728,0
"1355",0,0,0,18,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.697512437810945,0.186995153473344,1
"1356",0,0,0,9,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0124378109452737,0.0184687283637203,0
"1357",0,0,0,9,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.566666666666667,0.0709727671359335,0
"1358",0,1,0,48,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.927363184079602,0.611158550657743,0
"1359",0,0,0,10,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.516417910447761,0.0827025155781214,0
"1360",0,0,0,9,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.761194029850746,0.100519270713132,1
"1361",1,0,0,13,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.764179104477612,0.146688206785137,1
"1362",0,0,0,4,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.599004975124378,0.0359162243249481,1
"1363",0,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.516915422885572,0.0252884837295176,1
"1364",0,1,0,72,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0.733830845771144,0.74493422570967,0
"1365",0,1,1,51,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0.669154228855721,0.508094853450265,0
"1366",0,1,0,59,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0.226865671641791,0.280856219709208,1
"1367",0,1,0,10,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.670149253731343,0.0917435956612047,1
"1368",1,1,0,61,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.635820895522388,0.563818370643896,0
"1369",0,0,0,54,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0.658208955223881,0.515260789291484,0
"1370",0,0,0,33,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0.424378109452736,0.23252365566582,0
"1371",0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0199004975124379,0.059935379644588,0
"1372",1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.606467661691542,0.00696976690514651,1
"1373",0,0,0,23,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.766666666666667,0.250876990537734,0
"1374",0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0159203980099503,0.000121163166397395,0
"1375",0,1,1,45,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0.65771144278607,0.443024463420263,0
"1376",0,1,1,39,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0159203980099503,0.0964689591507039,0
"1377",0,0,0,5,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0.514925373134328,0.0379183014078006,1
"1378",0,1,1,72,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.637313432835821,0.668861066235864,0
"1379",0,1,1,58,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.483084577114428,0.455988922224787,0
"1380",0,0,0,70,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0.262189054726368,0.350721209323794,0
"1381",0,1,1,61,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0.798009950248756,0.706946688206785,0
"1382",0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.521890547263682,0.0127394414954996,0
"1383",0,1,1,46,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0666666666666667,0.132367874451881,0
"1384",0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.315422885572139,0.00359450726978994,1
"1385",0,1,0,22,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.507462686567164,0.177152088622202,1
"1386",0,0,0,48,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0.838308457711443,0.563749134548811,0
"1387",0,0,0,64,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0.679601990049751,0.647790214631895,0
"1388",0,1,1,72,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0601990049751244,0.187450957765982,0
"1389",0,1,1,12,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.399004975124378,0.0832852527117471,0
"1390",1,1,0,34,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0.756218905472637,0.36911493191784,1
"1391",0,1,1,72,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0.502487562189055,0.561897069005308,0
"1392",0,1,0,29,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.672139303482587,0.279419570736211,0
"1393",0,1,1,33,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.018407960199005,0.0694380336948996,0
"1394",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0208955223880598,0.000178859912300904,0
"1395",0,1,1,62,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0.92089552238806,0.787231710131549,0
"1396",0,1,0,41,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0.544776119402985,0.344149549965382,1
"1397",0,0,0,64,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0.813930348258706,0.719524578813755,1
"1398",0,0,0,4,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.642786069651741,0.0347103623355643,0
"1399",0,0,0,24,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.65771144278607,0.221468959150704,0
"1400",0,1,1,14,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0129353233830846,0.031813985691207,0
"1401",0,0,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0169154228855722,0.00455804292637895,0
"1402",1,0,0,4,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0.811442786069652,0.0489326102007846,1
"1403",0,0,1,18,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0.166666666666667,0.0616432033233325,1
"1404",0,0,0,8,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0.477611940298507,0.0608873759519963,0
"1405",0,0,0,35,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0502487562189055,0.0898107546734364,0
"1406",0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.574626865671642,0.00660050773136395,1
"1407",0,0,1,66,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0701492537313433,0.190976228940688,0
