"","genderFemale","genderMale","SeniorCitizen","PartnerNo","PartnerYes","DependentsNo","DependentsYes","tenure","PhoneServiceNo","PhoneServiceYes","MultipleLinesNo","MultipleLinesYes","InternetServiceDSL","InternetServiceFiber.optic","InternetServiceNo","OnlineSecurityNo","OnlineSecurityYes","OnlineBackupNo","OnlineBackupYes","DeviceProtectionNo","DeviceProtectionYes","TechSupportNo","TechSupportYes","StreamingTVNo","StreamingTVYes","StreamingMoviesNo","StreamingMoviesYes","ContractMonth.to.month","ContractOne.year","ContractTwo.year","PaperlessBillingNo","PaperlessBillingYes","PaymentMethodBank.transfer..automatic.","PaymentMethodCredit.card..automatic.","PaymentMethodElectronic.check","PaymentMethodMailed.check","MonthlyCharges","TotalCharges","ChurnNo","ChurnYes"
"930",1,0,0,0,1,0,1,30,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.678606965174129,0.290705054234941,1,0
"931",1,0,0,1,0,1,0,16,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.565671641791045,0.137785598892222,1,0
"932",0,1,0,1,0,1,0,33,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0.620398009950249,0.30375028848373,1,0
"933",0,1,0,0,1,1,0,72,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0104477611940299,0.148396030463882,1,0
"934",1,0,1,1,0,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.660199004975124,0.0393837987537503,0,1
"935",1,0,0,1,0,1,0,12,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0.15273631840796,0.0480786983614124,1,0
"936",1,0,1,0,1,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.646766169154229,0.0333775675051927,1,0
"938",1,0,0,1,0,1,0,6,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.604975124378109,0.0479690745441957,0,1
"939",1,0,0,0,1,1,0,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.893532338308458,0.819305331179321,1,0
"940",1,0,0,1,0,1,0,15,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0164179104477612,0.0348084468036003,1,0
"941",1,0,0,1,0,0,1,24,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0.027860696517413,0.0591680129240711,1,0
"942",1,0,0,1,0,0,1,13,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.118407960199005,0.0419339949226864,1,0
"943",0,1,0,1,0,1,0,24,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.612935323383084,0.228732979459958,1,0
"944",1,0,0,0,1,1,0,72,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.470149253731343,0.565531963997231,1,0
"945",1,0,0,0,1,0,1,54,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.854228855721393,0.649319178398338,1,0
"946",1,0,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.558706467661692,0.0227325178859912,0,1
"947",0,1,0,0,1,0,1,4,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0223880597014926,0.00678513731825523,1,0
"948",1,0,1,0,1,0,1,32,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.727363184079602,0.332073621047773,1,0
"949",0,1,1,1,0,1,0,35,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.803980099502487,0.389683821832449,0,1
"950",0,1,0,0,1,0,1,35,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0223880597014926,0.0854546503577198,1,0
"951",0,1,1,1,0,1,0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.265671641791045,0.00765635818139856,0,1
"952",1,0,0,1,0,1,0,8,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.570646766169154,0.0596295868912993,1,0
"953",0,1,0,1,0,1,0,22,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0.366666666666667,0.142435956612047,1,0
"954",1,0,0,1,0,1,0,15,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0.404975124378109,0.108048696053543,1,0
"955",0,1,0,1,0,1,0,22,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.764676616915423,0.24738056773598,1,0
"956",0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.26318407960199,0.00298869143780288,0,1
"957",1,0,0,0,1,0,1,71,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0716417910447762,0.207079390722363,1,0
"958",0,1,0,1,0,1,0,4,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.383084577114428,0.0261193168705285,1,0
"959",0,1,0,1,0,1,0,25,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0.631840796019901,0.231940918532195,1,0
"960",1,0,0,0,1,0,1,32,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.675124378109453,0.312133625663513,1,0
"961",0,1,1,0,1,1,0,7,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.114925373134328,0.023269097622894,1,0
"962",0,1,0,1,0,1,0,17,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0223880597014926,0.0400415416570505,1,0
"963",0,1,1,0,1,1,0,8,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0.424378109452736,0.0615220401569352,1,0
"964",1,0,1,1,0,1,0,56,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0.54726368159204,0.465658896838218,1,0
"965",0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.273134328358209,0.00310408492960992,0,1
"966",0,1,1,1,0,1,0,8,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0.816417910447761,0.0938783752596353,0,1
"967",0,1,0,1,0,1,0,7,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.00995024875621896,0.0107892914839603,0,1
"968",0,1,0,1,0,0,1,3,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0258706467661692,0.00482921763212554,1,0
"969",1,0,0,1,0,1,0,71,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0.588059701492537,0.638276021232403,1,0
"970",1,0,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.77363184079602,0.0180013847219017,0,1
"971",1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.719402985074627,0.0082794830371567,0,1
"972",0,1,0,0,1,1,0,49,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.752238805970149,0.543999538426033,1,0
"973",0,1,0,1,0,1,0,58,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0.51592039800995,0.465053081006231,1,0
"974",0,1,1,0,1,1,0,44,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.120398009950249,0.15473113316409,0,1
"975",1,0,0,0,1,0,1,59,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0.574129353233831,0.521988229863836,1,0
"976",0,1,0,1,0,1,0,71,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0.893532338308458,0.86699169166859,0,1
"977",0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.513930348258706,0.00589660743134085,0,1
"978",1,0,0,1,0,1,0,11,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.567164179104478,0.100375028848373,1,0
"979",0,1,1,0,1,1,0,62,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0.850746268656716,0.734427648280637,0,1
"980",1,0,0,0,1,0,1,35,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0.365174129353234,0.218924532656358,1,0
"981",1,0,0,1,0,1,0,20,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.0124378109452737,0.0454881144703439,1,0
"982",0,1,0,0,1,0,1,40,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0134328358208956,0.0911781675513501,1,0
"983",1,0,0,1,0,1,0,39,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.29452736318408,0.215508885298869,1,0
"984",0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.680099502487562,0.00782367874451877,0,1
"985",1,0,0,0,1,0,1,72,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.054726368159204,0.191605123471036,1,0
"986",1,0,1,0,1,1,0,33,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.620398009950249,0.304373413339488,0,1
"987",1,0,0,1,0,1,0,12,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.254228855721393,0.0602527117470575,1,0
"988",0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.0149253731343284,0.000109623817216699,1,0
"989",0,1,0,1,0,0,1,27,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.008955223880597,0.059837295176552,1,0
"990",0,1,0,0,1,0,1,34,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.0134328358208956,0.076159704592661,1,0
"991",1,0,0,0,1,1,0,56,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.617412935323383,0.518676436648973,1,0
"992",1,0,0,1,0,1,0,58,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0606965174129353,0.162133625663513,1,0
"993",1,0,0,0,1,0,1,22,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0696517412935323,0.0619201477036695,1,0
"994",1,0,0,0,1,0,1,10,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0781094527363184,0.0238576044311101,1,0
"995",0,1,0,1,0,1,0,13,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0.0174129353233831,0.028807985229633,1,0
"996",1,0,0,1,0,1,0,35,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0.667164179104478,0.334491114701131,0,1
"997",1,0,0,1,0,1,0,34,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.514925373134328,0.27663281790907,0,1
"998",1,0,1,1,0,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.756716417910448,0.0468093699515347,0,1
"999",0,1,0,0,1,1,0,72,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0243781094527364,0.170009231479345,1,0
"1000",0,1,0,1,0,1,0,2,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0.517910447761194,0.0131087006692822,1,0
"1001",1,0,0,1,0,1,0,7,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.767164179104477,0.0740941610893146,0,1
"1002",0,1,1,0,1,1,0,27,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.569651741293532,0.216380106162012,0,1
"1003",0,1,0,0,1,0,1,4,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.51044776119403,0.0307062081698592,1,0
"1004",1,0,0,1,0,1,0,37,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0159203980099503,0.0883279483037157,1,0
"1005",0,1,0,1,0,1,0,21,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0174129353233831,0.0460304638818371,1,0
"1006",1,0,1,0,1,1,0,53,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0.772139303482587,0.576673205631203,1,0
"1007",1,0,0,1,0,1,0,18,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.714925373134328,0.183931456265867,0,1
"1008",1,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.504477611940298,0.0116489729979229,0,1
"1009",0,1,0,0,1,0,1,32,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0.808955223880597,0.367626355873529,0,1
"1010",0,1,1,0,1,1,0,23,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.0248756218905473,0.0538195245788137,1,0
"1011",0,1,0,1,0,1,0,3,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.317412935323383,0.0163916455111932,1,0
"1012",1,0,0,0,1,0,1,71,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0.401990049751244,0.476165474267251,1,0
"1013",0,1,0,1,0,1,0,9,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0.772636815920398,0.0933129471497808,1,0
"1014",1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.310945273631841,0.00354258019847678,1,0
"1015",0,1,0,0,1,0,1,18,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.390049751243781,0.112168243711055,0,1
"1016",0,1,0,0,1,0,1,12,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.352238805970149,0.0781848603738749,0,1
"1017",0,1,0,0,1,1,0,71,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0.615422885572139,0.642349411493192,1,0
"1018",1,0,0,1,0,1,0,64,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.0611940298507463,0.182598661435495,1,0
"1019",0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.216915422885572,0.0165762750980844,1,0
"1020",1,0,0,1,0,1,0,23,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.0124378109452737,0.0520886222017078,1,0
"1021",1,0,0,0,1,0,1,39,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0.32636815920398,0.236233556427418,1,0
"1022",0,1,0,0,1,1,0,28,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0.359203980099502,0.162433648742211,1,0
"1023",1,0,1,1,0,1,0,5,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.661194029850746,0.0431225478882991,1,0
"1024",1,0,1,0,1,1,0,45,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.675124378109453,0.443416801292407,1,0
"1025",0,1,0,1,0,1,0,37,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0.518407960199005,0.292418647588276,1,0
"1026",1,0,1,0,1,1,0,60,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.912935323383084,0.76731479344565,1,0
"1027",0,1,1,1,0,1,0,8,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.819402985074627,0.0923840295407339,0,1
"1028",1,0,0,1,0,1,0,47,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0.762686567164179,0.530400415416571,1,0
"1029",0,1,0,0,1,0,1,26,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0.651741293532338,0.23676436648973,0,1
"1030",1,0,1,0,1,0,1,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0.697014925373134,0.0294195707362105,0,1
"1031",1,0,0,0,1,0,1,50,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.512437810945274,0.408366028156012,1,0
"1032",0,1,0,0,1,0,1,27,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0.530845771144279,0.223667205169628,1,0
"1033",1,0,1,1,0,1,0,8,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.734825870646766,0.0820620816985922,0,1
"1034",1,0,0,0,1,1,0,62,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.0537313432835821,0.161314331871682,1,0
"1035",1,0,0,0,1,1,0,71,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.632835820895522,0.681467805215786,1,0
"1036",0,1,0,1,0,1,0,66,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0681592039800995,0.193734133394877,1,0
"1037",0,1,0,0,1,0,1,68,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0.959701492537313,0.903652204015694,1,0
"1038",1,0,0,1,0,1,0,13,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0.307462686567164,0.0727671359335334,1,0
"1039",0,1,0,0,1,1,0,56,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.623383084577114,0.523736441264713,1,0
"1040",0,1,0,0,1,1,0,38,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0.608955223880597,0.345516962843296,0,1
"1041",0,1,1,1,0,1,0,14,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0.718407960199005,0.143930302330949,0,1
"1042",1,0,0,1,0,0,1,16,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.0104477611940299,0.039412647126702,1,0
"1043",1,0,0,0,1,0,1,14,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.516915422885572,0.118589891530118,1,0
"1044",0,1,0,0,1,0,1,32,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0.512437810945274,0.268762981767828,0,1
"1045",1,0,0,1,0,1,0,8,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0.358208955223881,0.0494980383106393,1,0
"1046",1,0,0,0,1,0,1,43,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.806467661691542,0.483631433187168,1,0
"1047",1,0,0,1,0,1,0,52,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0.554726368159204,0.445286175859682,1,0
"1048",0,1,0,1,0,1,0,3,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0.318407960199005,0.0154050311562428,1,0
"1049",0,1,0,1,0,1,0,29,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0154228855721393,0.0638587583660282,1,0
"1050",1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0139303482587065,9.80844680360031e-05,0,1
"1051",0,1,1,1,0,1,0,12,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.25273631840796,0.0586372028617586,0,1
"1052",1,0,0,0,1,0,1,16,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0.171641791044776,0.0616085852757904,1,0
"1053",1,0,0,1,0,1,0,40,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.621890547263682,0.368087929840757,1,0
"1054",1,0,0,1,0,1,0,5,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0.211442786069652,0.0221497807523655,0,1
"1055",0,1,0,0,1,1,0,40,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.784577114427861,0.425588506808216,0,1
"1056",1,0,0,1,0,1,0,36,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0129353233830846,0.069461112393261,1,0
"1057",1,0,0,1,0,1,0,5,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0.614427860696517,0.0454304177244403,0,1
"1058",1,0,0,1,0,1,0,10,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0.661194029850746,0.0938437572120932,0,1
"1059",0,1,0,0,1,0,1,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.709452736318408,0.0192418647588276,0,1
"1060",0,1,0,1,0,1,0,23,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0.719900497512438,0.22206323563351,0,1
"1061",0,1,0,0,1,0,1,26,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.017910447761194,0.0562081698592199,1,0
"1062",1,0,1,0,1,1,0,72,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.93681592039801,0.926384721901685,1,0
"1063",1,0,0,0,1,1,0,34,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0.317910447761194,0.207304408031387,1,0
"1064",0,1,0,1,0,1,0,10,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0.437810945273632,0.0685610431571659,1,0
"1065",1,0,0,1,0,1,0,14,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0.372636815920398,0.0895857373644126,1,0
"1066",1,0,0,1,0,1,0,23,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0.714427860696517,0.248211400876991,0,1
"1067",0,1,0,0,1,1,0,47,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.0139303482587065,0.110120009231479,1,0
"1068",0,1,0,0,1,1,0,24,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0.706467661691542,0.252873297945996,1,0
"1069",0,1,0,0,1,1,0,49,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0.803980099502487,0.557921763212555,0,1
"1070",0,1,1,1,0,1,0,20,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0.355721393034826,0.119674590353104,1,0
"1071",1,0,0,1,0,1,0,2,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.512437810945274,0.014510731594738,0,1
